MatchName,StrikerName,BatClubName,Inns,overs,x,y,X,Y,BatRuns,batwkts,BattingType,PaceOrSpin,1s,2s,3s,4s,6s,BowlerType,WagonWheel,0s
AusvsNZ,Glenn Maxwell,Australia,2,15.2,318,254,123,971,6,0,RHB,1,0,0,0,0,1,1,22,
AusvsNZ,Glenn Maxwell,Australia,2,15.3,308,284,135,931,1,0,RHB,1,1,0,0,0,0,1,11,
AusvsNZ,Mitchell Marsh,Australia,2,15.4,334,330,180,740,0,0,RHB,1,0,0,0,0,0,1,8,1
AusvsNZ,Mitchell Marsh,Australia,2,15.5,308,323,171,807,0,0,RHB,1,0,0,0,0,0,1,15,1
AusvsNZ,Glenn Maxwell,Australia,2,15.6,220,325,82,740,0,0,RHB,1,0,0,0,0,0,1,8,1
AusvsNZ,Mitchell Marsh,Australia,2,16.1,300,381,177,405,2,0,RHB,1,0,1,0,0,0,2,20,
AusvsNZ,Mitchell Marsh,Australia,2,16.2,251,270,217,1059,4,0,RHB,1,0,0,0,1,0,2,20,
AusvsNZ,Mitchell Marsh,Australia,2,16.3,299,371,199,275,1,0,RHB,1,1,0,0,0,0,2,22,
AusvsNZ,Glenn Maxwell,Australia,2,16.4,294,240,237,1082,0,0,RHB,1,0,0,0,0,0,2,18,1
AusvsNZ,Glenn Maxwell,Australia,2,16.5,337,331,242,794,0,0,RHB,1,0,0,0,0,0,2,21,1
AusvsNZ,Glenn Maxwell,Australia,2,16.5,291,297,196,909,1,0,RHB,1,1,0,0,0,0,2,8,
AusvsNZ,Mitchell Marsh,Australia,2,16.6,300,362,201,616,1,0,RHB,1,1,0,0,0,0,2,1,
AusvsNZ,Mitchell Marsh,Australia,2,17.1,252,337,90,794,0,0,RHB,1,0,0,0,0,0,1,9,1
AusvsNZ,Mitchell Marsh,Australia,2,17.2,257,368,91,521,1,0,RHB,1,1,0,0,0,0,1,15,
AusvsNZ,Glenn Maxwell,Australia,2,17.3,253,280,121,945,0,0,RHB,1,0,0,0,0,0,1,20,1
AusvsNZ,Glenn Maxwell,Australia,2,17.4,263,290,91,787,0,0,RHB,1,0,0,0,0,0,1,11,1
AusvsNZ,Glenn Maxwell,Australia,2,17.5,309,361,174,31,1,0,RHB,1,1,0,0,0,0,1,8,
AusvsNZ,Mitchell Marsh,Australia,2,17.6,255,382,99,446,1,0,RHB,1,1,0,0,0,0,1,4,
AusvsNZ,Mitchell Marsh,Australia,2,18.1,250,301,98,841,4,0,RHB,1,0,0,0,1,0,1,19,
AusvsNZ,Mitchell Marsh,Australia,2,18.2,293,293,128,903,1,0,RHB,1,1,0,0,0,0,1,22,
AusvsNZ,Glenn Maxwell,Australia,2,18.3,269,325,127,735,1,0,RHB,1,1,0,0,0,0,1,18,
AusvsNZ,Mitchell Marsh,Australia,2,18.4,217,359,75,642,1,0,RHB,1,1,0,0,0,0,1,22,
AusvsNZ,Glenn Maxwell,Australia,2,18.5,171,343,66,732,4,0,RHB,1,0,0,0,1,0,1,21,
AusvsNZ,Devon Conway,New Zealand,1,0.1,214,360,74,528,0,0,LHB,1,0,0,0,0,0,2,23,1
AusvsNZ,Devon Conway,New Zealand,1,0.2,231,331,120,753,4,0,LHB,1,0,0,0,1,0,2,20,
AusvsNZ,Devon Conway,New Zealand,1,0.3,210,368,96,500,1,0,LHB,1,1,0,0,0,0,2,9,
AusvsNZ,Devon Conway,New Zealand,1,0.6,254,324,171,875,4,0,LHB,1,1,0,0,1,0,2,21,
AusvsNZ,Devon Conway,New Zealand,1,1.1,312,302,131,875,0,0,LHB,1,0,0,0,0,0,1,22,1
AusvsNZ,Devon Conway,New Zealand,1,1.2,284,307,120,841,0,0,LHB,1,0,0,0,0,0,1,1,1
AusvsNZ,Devon Conway,New Zealand,1,1.3,318,317,147,828,0,0,LHB,1,0,0,0,0,0,1,0,1
AusvsNZ,Devon Conway,New Zealand,1,1.4,259,309,113,800,0,0,LHB,1,0,0,0,0,0,1,0,1
AusvsNZ,Devon Conway,New Zealand,1,1.5,323,287,152,916,4,0,LHB,1,0,0,0,1,0,1,0,
AusvsNZ,Devon Conway,New Zealand,1,1.6,305,334,139,739,0,0,LHB,1,0,0,0,0,0,1,0,1
AusvsNZ,Devon Conway,New Zealand,1,2.3,265,341,109,603,0,0,LHB,2,0,0,0,0,0,3,0,1
AusvsNZ,Devon Conway,New Zealand,1,2.4,307,353,147,589,1,0,LHB,2,1,0,0,0,0,3,0,
AusvsNZ,Devon Conway,New Zealand,1,2.6,322,360,168,555,0,0,LHB,2,0,0,0,0,0,3,23,1
AusvsNZ,Devon Conway,New Zealand,1,3.1,265,309,104,821,4,0,LHB,1,0,0,0,1,0,1,21,
AusvsNZ,Devon Conway,New Zealand,1,3.2,304,381,169,589,1,0,LHB,1,1,0,0,0,0,1,5,
AusvsNZ,Devon Conway,New Zealand,1,4.1,272,308,112,882,0,0,LHB,1,0,0,0,0,0,1,7,1
AusvsNZ,Devon Conway,New Zealand,1,4.2,299,337,137,766,0,0,LHB,1,0,0,0,0,0,1,6,1
AusvsNZ,Devon Conway,New Zealand,1,4.3,309,331,149,774,0,0,LHB,1,0,0,0,0,0,1,14,1
AusvsNZ,Devon Conway,New Zealand,1,4.4,320,301,125,896,1,0,LHB,1,1,0,0,0,0,1,5,
AusvsNZ,Devon Conway,New Zealand,1,4.6,275,319,109,841,0,0,LHB,1,0,0,0,0,0,1,21,1
AusvsNZ,Devon Conway,New Zealand,1,6.1,294,388,172,405,1,0,LHB,2,1,0,0,0,0,3,7,
AusvsNZ,Devon Conway,New Zealand,1,6.3,304,362,193,554,0,0,LHB,2,0,0,0,0,0,3,15,1
AusvsNZ,Devon Conway,New Zealand,1,6.4,259,365,152,505,1,0,LHB,2,1,0,0,0,0,3,7,
AusvsNZ,Devon Conway,New Zealand,1,6.6,303,377,177,521,6,0,LHB,2,1,0,0,0,1,3,19,
AusvsNZ,Devon Conway,New Zealand,1,7.1,293,384,169,486,1,0,LHB,2,1,0,0,0,0,5,5,
AusvsNZ,Devon Conway,New Zealand,1,7.3,281,368,155,540,0,0,LHB,2,0,0,0,0,0,5,23,1
AusvsNZ,Devon Conway,New Zealand,1,7.4,261,343,115,616,0,0,LHB,2,0,0,0,0,0,5,13,1
AusvsNZ,Devon Conway,New Zealand,1,7.5,268,336,118,616,1,0,LHB,2,1,0,0,0,0,5,22,
AusvsNZ,Devon Conway,New Zealand,1,8.1,264,374,109,582,1,0,LHB,1,1,0,0,0,0,1,24,
AusvsNZ,Devon Conway,New Zealand,1,8.3,281,307,125,875,1,0,LHB,1,1,0,0,0,0,1,12,
AusvsNZ,Devon Conway,New Zealand,1,9.1,272,335,139,684,1,0,LHB,2,1,0,0,0,0,5,15,
AusvsNZ,Devon Conway,New Zealand,1,9.3,297,342,153,623,1,0,LHB,2,1,0,0,0,0,5,3,
AusvsNZ,Devon Conway,New Zealand,1,9.5,288,358,153,596,1,0,LHB,2,1,0,0,0,0,5,3,
AusvsNZ,Devon Conway,New Zealand,1,10.2,292,382,131,528,1,0,LHB,1,1,0,0,0,0,2,18,
AusvsNZ,Devon Conway,New Zealand,1,11.1,300,368,171,534,0,1,LHB,2,0,0,0,0,0,5,8,1
