MatchtypeId,CompName,date,matchid,battingclubid,overs,Phase3idStar,Phase3idStarPhrase,Phase4id,Phase4idPhrase,batruns,0s,1s,2s,3s,4s,6s,StrikerName,PaceorSpin,BowlingTypeGroup,Batwkts,LengthX,LengthY,HeightX,HeightY,StrikerBattingType,WWregion63,StrikerBattingType
3,AusvsNZ,18-06-2021,10213,2,6.5,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,Mitchell Marsh,2,5,0,101,541,252,364,1,20,1
3,AusvsNZ,18-06-2021,10213,2,6.6,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,David Warner,2,5,0,188,582,304,336,2,1,2
3,AusvsNZ,18-06-2021,10213,2,7.1,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,David Warner,2,4,0,298,705,389,344,2,19,2
3,AusvsNZ,18-06-2021,10213,2,7.2,2,7 to 15,2,7 to 10,6,,0,0,0,0,1,Mitchell Marsh,2,4,0,185,520,327,355,1,21,1
3,AusvsNZ,18-06-2021,10213,2,7.3,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,Mitchell Marsh,2,4,0,172,603,331,338,1,19,1
3,AusvsNZ,18-06-2021,10213,2,7.4,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,David Warner,2,4,0,221,579,314,353,2,19,2
3,AusvsNZ,18-06-2021,10213,2,7.5,2,7 to 15,2,7 to 10,0,1,0,0,0,0,0,Mitchell Marsh,2,4,0,88,528,228,365,1,7,1
3,AusvsNZ,18-06-2021,10213,2,7.6,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,Mitchell Marsh,2,4,0,171,534,294,371,1,21,1
3,AusvsNZ,18-06-2021,10213,2,8.1,2,7 to 15,2,7 to 10,1,,1,0,0,0,0,Mitchell Marsh,2,5,0,149,627,299,327,1,21,1
3,AusvsNZ,18-06-2021,10213,2,8.2,2,7 to 15,2,7 to 10,4,,0,0,0,1,0,David Warner,2,5,0,226,603,386,335,2,6,2
3,AusvsNZ,18-06-2021,10213,2,8.3,2,7 to 15,2,7 to 10,2,,0,1,0,0,0,David Warner,2,5,0,179,425,301,381,2,19,2
3,AusvsNZ,18-06-2021,10213,2,8.4,2,7 to 15,2,7 to 10,0,1,0,0,0,0,0,David Warner,2,5,0,141,593,281,357,2,19,2
3,AusvsNZ,18-06-2021,10213,2,8.5,2,7 to 15,2,7 to 10,4,,0,0,0,1,0,David Warner,2,5,0,156,671,280,337,2,1,2
3,AusvsNZ,18-06-2021,10213,2,8.6,2,7 to 15,2,7 to 10,6,,0,0,0,0,1,David Warner,2,5,0,282,364,379,384,2,23,2
